"Rank","Address","XDP Allocation","Raw Amount","Block","Tx Hash"
"1","0x27206c6c93a396d35c2689211e4d4900a2b5bb1e","3810174.281130738856518769","3810174281130738856518769","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"2","0x0796343999a48d4da7f7f451d534a8f1122e5155","2680117.613988643966367191","2680117613988643966367191","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"3","0x878b91e76d8d35f682a46f698436a2b2632b85ea","2566155.752802524346226594","2566155752802524346226594","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"4","0x52b4d4ab470a99a61d00dad3de0b9f8d997f67f8","1644774.591916392160799049","1644774591916392160799049","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"5","0x338631548bdc0800fd5a50cc92d421783abaacf6","1346112.280249012555757713","1346112280249012555757713","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"6","0xd7266bdfe20b53f0255774812d6ab387a27af77e","1209250.063308492216449065","1209250063308492216449065","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"7","0x76467d7de017b2192b14c96313aeb658708995a9","1136942.970595314901640974","1136942970595314901640974","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"8","0x19e24bd38a27ba7eff0a7491e307134e3e19f167","1108733.968827048147906351","1108733968827048147906351","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"9","0x4f2dbdb2b1723063344f1d5695cab4eae76aa104","1015270.273772996115485293","1015270273772996115485293","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"10","0x84a71d95187364f52b0465ada46e0370ba2685d0","965594.220883167592717201","965594220883167592717201","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"11","0xfaf97b50e112bb1044813dcc5b8b0336bfb54742","894408.6322679907726491","894408632267990772649100","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"12","0xae4783c3afda170d7b29cee976e1187c6e79fe84","869647.710876452790874673","869647710876452790874673","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"13","0xf723bc950fabb459be458c7e85f82dc18d252ae9","862403.974859711141321141","862403974859711141321141","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"14","0x76addf75c40177c0e50d80df89d23c4847dbf349","837862.517107545557366542","837862517107545557366542","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"15","0xfcc81ebf56841258cf027d823e5cfdc50f4e659a","794700.757950918778681676","794700757950918778681676","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"16","0xdf54b322123811d5aafef1e588e345ba5ae51cc9","774520.471259523127311806","774520471259523127311806","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"17","0x3fcf78e9d34a0177a7c2ca28ae5a9862c57f8525","750000","750000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"18","0x5535c7c08bd04c0ee3d2ab0729d1147e65f73579","742971.85929602691034809","742971859296026910348090","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"19","0xe79210c952a8944bd6d820ff4e624ed3272aafb4","717941.73135955109842047","717941731359551098420470","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"20","0x14611eb26013bbed4aa514a44bfc0e4c3e06224a","675786.639076413253237652","675786639076413253237652","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"21","0xa4831d804c1b87121bdc2c75cb234ee548d04d75","667493.464330098167430532","667493464330098167430532","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"22","0x7b2bb473d54bd55dc6b0cdbff4520bce96c91deb","644318.941519872775179859","644318941519872775179859","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"23","0xeb3eabfa281c0c82258941fc8efa76f83f762827","606202.408256621107061668","606202408256621107061668","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"24","0xb2fa7182a4aad85fd7bcd4fa74097d60fedb37ea","534761.918832458990493312","534761918832458990493312","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"25","0x5cababe9fb9d47c53be7619285f9702d70965f6b","523402.510576915243707116","523402510576915243707116","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"26","0xa09702df4754ed369ef4c003da4582c25a29fd19","440690.793123926037751268","440690793123926037751268","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"27","0x79bcb20738663cdbc48185af2e15492f00acda5d","435902.009768156125671114","435902009768156125671114","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"28","0x4f3046c4a371a6ae0f4fbb151e62d9db02c3caba","398745.947387809761173744","398745947387809761173744","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"29","0xfadf5083f0ac449961a8a072370021706f723321","387653.250694539165880763","387653250694539165880763","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"30","0x2ef8bd5232d7f97493ad0a760e04a29f789d537b","384775.948576926433968298","384775948576926433968298","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"31","0x9c0202c7d0008bf8ca42b885543480cde820c788","378318.208272069582838357","378318208272069582838357","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"32","0x30d63d9e30f424f067d640e46663c97a554cbc01","373072.985542172172833285","373072985542172172833285","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"33","0xa6088b87759c7b8747f8c6634b4c6fb3e1d6094e","370346.688374128526730261","370346688374128526730261","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"34","0x96095d01d40b4f8c6e33a7d4f888cc2d320537cc","365524.086941897480885378","365524086941897480885378","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"35","0xa4acdace5b8a39eb2f900a8a0e333082525d70e1","363854.268040446017185212","363854268040446017185212","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"36","0x8a2d12cf5c93631ecd558df8e8e0d1317a46fb35","345251.090242868993274781","345251090242868993274781","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"37","0x0c20d9c872475fa722876c90459bb387c56a2ecb","341707.483856508445080934","341707483856508445080934","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"38","0x17761b5f07c1820b5d4e0de03e01f2bc019ecc9d","317118.291044708260637794","317118291044708260637794","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"39","0x663f5fe05233acedaf5e4876d3ad01de46991318","312433.687792716008724477","312433687792716008724477","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"40","0x5f405b8e0d066ac97ffaf9bdbffe0596b1416054","301222.568478021165820153","301222568478021165820153","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"41","0xe027b87e116aab1ea608de1e1489f7c6d1bfb9f8","284427.019300144285335537","284427019300144285335537","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"42","0x5471c5c88134b32a2e56b98b493f934098b50edc","281632.129461739255342762","281632129461739255342762","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"43","0xd3b877c0afe99e760e5596b1520fd00cf568b4e7","272355.023442479245926225","272355023442479245926225","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"44","0xb022d4be0908305104f41697232b8aa9bb652fcb","254387.427014848275258429","254387427014848275258429","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"45","0x78eb593cc4d8f63933f0d0f70b318defbc3ac706","253920.799801972541625309","253920799801972541625309","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"46","0x577c0d2f955ca69a139e5aaba41b619c7002ec57","253227.3624270615050535","253227362427061505053500","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"47","0xc1b3c2bcf4a51257e2bd5f0ef01826aa07fa0ed7","251750.687481116868276644","251750687481116868276644","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"48","0x2d1f95beb2a6c7e163b70756b18d03db1fcd7a6a","245316.371978497222931468","245316371978497222931468","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"49","0xad1f6a12f59ede17b709f560f464981c3c34aead","241413.777877241220110131","241413777877241220110131","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"50","0x8ea32c5cd13f878b418b72b7d19cdfeb75e56f96","233615.243762829408378241","233615243762829408378241","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"51","0xc758cd6a39a8eb18e98df2a4f38dc8ac72742994","233220.160280412798459102","233220160280412798459102","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"52","0xca09d3e2ece2b05b3058f07678828ae8bdb0845c","232298.861320061295640452","232298861320061295640452","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"53","0xce5ca792dad0ec6e1a72d3016219c2da24ab1b87","221188.359148719333327009","221188359148719333327009","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"54","0x03b239c1502e447fdc19757ae4ef35bb5cac523a","221031.751281950407080596","221031751281950407080596","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"55","0xe776f1440d2e25266ca5fdf13950c53dc3c4f0e1","218438.391579488372751451","218438391579488372751451","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"56","0xba4d8b4e3425b0dc658605f67b673c3ccae47bd4","216731.420651229687466195","216731420651229687466195","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"57","0x92771256fdb01c0ddf86d18f6def572b34e61906","216203.412566598423086985","216203412566598423086985","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"58","0x32ebb56c577be0dff5efec557e60c9aeb76822f2","214383.416675778288076244","214383416675778288076244","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"59","0xc029c9c68335acd7087c329206003954d2590ad3","210198.715436853776048089","210198715436853776048089","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"60","0x3a91ce38b2d63c556b37f04f986c097fb57d4056","200000","200000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"61","0xb80c0813cc0bfe724a2da0bf14ade55cd64202a6","200000","200000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"62","0x787d4b9f5c2cc102de39fa449564eaf3c470145e","200000","200000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"63","0x54ce7d8cb60bf62299ccd9448a7b1d96ddde05cd","200000","200000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"64","0xc97d57c9b287835f735d0c51145cf7d0310f838b","196402.086492619571046077","196402086492619571046077","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"65","0x591f226fb4ecee74f3ad4675efd47cc3c5e848f2","189532.723405584405175058","189532723405584405175058","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"66","0x55055f0efe364d103c43bb84af01219b0fd356b4","188933.27717255002167158","188933277172550021671580","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"67","0x65ceb1fbf9dd2adb49892f51b6ca8bde0d3cab50","187818.543316037069073614","187818543316037069073614","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"68","0x12de74113e4b7cabafddb2fdd96341acc59f4e68","186526.562454166734100779","186526562454166734100779","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"69","0x6d66b68ac2b09f6f0a727105778e452dc55cbd1c","185521.24016387102052124","185521240163871020521240","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"70","0xf5b556db02f5053d9a7cdf5ddeb2a140f35cc9c4","181648.716747504507187446","181648716747504507187446","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"71","0x4efbb9981e76bbc260da1a629619c736852d2fcf","170222.746723184944307587","170222746723184944307587","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"72","0xa288b2e5e68ad23a15893cbd0de563b9b7739b20","167623.132629240554820871","167623132629240554820871","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"73","0xdb7002325e2f50a7baac7d5ab3d40a6b62463bcf","165862.457105460438923445","165862457105460438923445","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"74","0x5ed50983f763b3cd288acf6557e081a882416771","162851.464129582255683223","162851464129582255683223","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"75","0x4a09c2a642e7a0a4f2a5f3864acdd2cd4e43aecb","161458.694324409233133243","161458694324409233133243","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"76","0x1de83f03a5a5c8dcc3be94cfa60d6d9e8888808a","160904.195118488678551945","160904195118488678551945","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"77","0xbe58ccef0dd486d45204290e19407f7b88ca40d5","159664.453062139007317308","159664453062139007317308","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"78","0x6fd4dbd24d96e8631654728ed646bc554471d0db","155688.783424075738199789","155688783424075738199789","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"79","0x8614c23cc4cdda62224904b7868c06629d4e8df6","154993.452071051805938679","154993452071051805938679","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"80","0x9ebd931fc653f0725051157a1b8dc2152e09a029","152358.317082985304687725","152358317082985304687725","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"81","0x54b9a69e7b8da1466209bfb42bc58ffa16c91771","152194.677948209727752606","152194677948209727752606","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"82","0xd666fcc6feba608695631d29549032066f0df751","147247.893999031088335097","147247893999031088335097","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"83","0x0185c899a945b3957f67647aa8b36dd591f921f5","146670.361207451605268504","146670361207451605268504","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"84","0xb7b3c02f75cb4e9785cdb222cb6b1283675bce37","143730.649475529568704414","143730649475529568704414","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"85","0xd9ac832fb3204ea41e342e69206ec775caf7d641","142510.344461315560322137","142510344461315560322137","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"86","0xa2097aeb6270f72929dbf0131dd4e5053bb26e04","140860.938054778206580374","140860938054778206580374","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"87","0x4ac899415e173866fc66f908df9e2cecccf6db55","140415.895456751371373808","140415895456751371373808","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"88","0xdcb272d0046f55be87b80323a33b835a605320e1","139356.00205064495532035","139356002050644955320350","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"89","0x10b0bcca3bcbcc766a25922ccfdd6c44b279f3a0","138024.356286830852704124","138024356286830852704124","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"90","0xc37234ec0f87e88a46b349874cd716e1decf9008","137407.228541001045011173","137407228541001045011173","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"91","0x61de98e5f4ece243ca23e4bf08bae61dce4af7a8","131796.797967210712695933","131796797967210712695933","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"92","0x0105b190386b14b2d1b77b085507dbb40fe7151a","130604.983581986273656216","130604983581986273656216","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"93","0x2391f49bd8d5860b7dc39f521a00998195ce5fcf","130319.819840582840175135","130319819840582840175135","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"94","0x6c029a2ad992b325619659046808912a38a214b2","130313.068871396261928127","130313068871396261928127","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"95","0x8471540baa67574b5a08570df0631e09e8778bee","126923.79823038115809166","126923798230381158091660","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"96","0xb4eebb9fb8d6ec26052947070a085524d6f2b3ed","125940.843334111661434816","125940843334111661434816","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"97","0x511e8d0cb85a381625bed53ba6d785e2d526b586","124421.208124336390108333","124421208124336390108333","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"98","0x1d33357193861773acfd78f0a4924c9539ad5043","122117.784455169575198334","122117784455169575198334","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"99","0x02f5109b97591a7dd17e0f2a01e0a57a34addefd","122081.395907411099811738","122081395907411099811738","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"100","0xeb9d38a57535702b1a2d2b3c70573f58359ba304","119133.964227514320849047","119133964227514320849047","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"101","0x0c942177451bcdc35a6baace48e603ba2d3d1b12","117067.371744256741546471","117067371744256741546471","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"102","0x32e8c066eeede83282cd6e04bec406b055d9521e","114284.046892566199034778","114284046892566199034778","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"103","0xb58601464ecdfcb6734c94c8d691a9103165f497","109650.180762011406283391","109650180762011406283391","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"104","0x2d7d2d0021b5ec7b54ec9e2209adce82634bbe4b","109234.612456868510361336","109234612456868510361336","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"105","0x2f282e5c4a445f40e760a6ff0b70befd313d4c7f","109028.844449991534581449","109028844449991534581449","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"106","0xc81bd18aa9a5cba42ea79501242808d51d2fcf35","108616.415056144581588345","108616415056144581588345","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"107","0xae057f2e3ed70ad4add00f6d67e76f3a6fae41ef","107257.180625650078863882","107257180625650078863882","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"108","0x83b3d4dda76ba994ee21d36e3264208a6b8431ff","105394.270451756173030795","105394270451756173030795","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"109","0x27326bd8e518183c5266b031cf90734e17dc4800","104147.408835606062459181","104147408835606062459181","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"110","0x962829767aba797c02a0ef03aeafd07dd44a2daf","103188.034511905763717696","103188034511905763717696","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"111","0x5663e4672375a32b65a207d81a83352eb830e064","101818.147848228695077302","101818147848228695077302","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"112","0x599476726620b594e80cdbd5466a8e2beaee4f67","100239.33866185902082677","100239338661859020826770","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"113","0xe5a9cf4706a2b253c245a56b6b92c51bbaf2bf7a","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"114","0xe5c46cd77de30c1a7e31edde578a04a618e54cae","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"115","0x43d4435e2edb1075592b24c91639ee8caab35219","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"116","0xe00f7470654673cf8aa61fa324ecfb277105d72a","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"117","0x40142390e3e977fab8fa58b9c5fae4eac5a2c439","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"118","0x54321157d46febaadd53d9c00a6329e82ec6eca3","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"119","0x4868b897805da7f8dc337471332deeb299d00e20","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"120","0x486ec7a4ca2e31e2fc324ee23b071bd1a1c70554","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"121","0xc3b91a4754e084be4ca7fb1175fa599332e78300","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"122","0xefbc32cd236f2b4731c9b4336c8ab80a4f7dff36","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"123","0xe1492ba3ec09a7db0e9fc4f6e36dd33ba2e8d1f4","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"124","0x419d695440820593a5c3a8cb3f2f625f8b3d8667","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"125","0x81239970fc4fabf286e9a37ff31e41f0f91e25f4","100000","100000000000000000000000","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"126","0x501cecbada313ea1c35292c77e166dd9a243cb52","99545.915991359784571873","99545915991359784571873","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"127","0x2b323b311a283ba72b2a82a03b835d1f46a28fea","98964.79734586090968279","98964797345860909682790","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"128","0x4963a74477e288218ddb71ae58458ad8680ab363","98786.789366374078767414","98786789366374078767414","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"129","0xe03f081290affbefe3f3748b9cb42d6af75e0219","98748.785313116592696128","98748785313116592696128","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"130","0xf0f253dc93f67399b18378f831a63118662b0095","94494.09283248742079683","94494092832487420796830","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"131","0x21728bae85dabbe3d7ef43e58dc43450e884062d","92336.335260167543905422","92336335260167543905422","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"132","0x114d59a07589d3a6c3cc66dc9f286e1752a531e4","91864.528612103509048512","91864528612103509048512","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"133","0x4c78e0642f8275d0ea923d44d51769bc1fec019a","91674.939382257903149802","91674939382257903149802","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"134","0x1328208f82d86083ae0c5419d61c285bedf89c14","91659.345524377567668351","91659345524377567668351","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"135","0xd742b047d3575f2a6ac08dddc7af911d894f362f","91656.049527148323104969","91656049527148323104969","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"136","0x1e8428282924c7480017976ea412ffcf7a571026","90185.751081745014342632","90185751081745014342632","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"137","0xca31e628218e70c7fc1b3202a984ec029c157570","88972.447389145997748214","88972447389145997748214","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"138","0xd4aad4e868e8d1b5744857449ea0a56ee9087063","88567.763150361839971985","88567763150361839971985","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"139","0x1cbd4418bcba25eb37c23c954ab0880f09163e52","88263.34612028140759265","88263346120281407592650","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"140","0xadf3194180fc874d03587fea704a062ee4a2fe36","85275.704910381638151465","85275704910381638151465","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"141","0x1b1c61f8732e2443e8a66bf1adefc72ea4eb01c8","84365.894255527751349477","84365894255527751349477","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"142","0xa0ca0524705b796ae118464b64b5a4333fc006be","83850.627372083733725144","83850627372083733725144","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
"143","0xdab9381b813cfd4c67ce8ee26ca5dc959c6d09dd","82762.098112858294502231","82762098112858294502231","51115411","0xe479692caeeddc05c74f9000c9c1034afa63777a4f7c39f9852407cde44c2052"
